Title,Price,Number of Bedrooms,Number of Bathrooms,Property Type,Floor Area (m2),BER Rating,Latitude,Longitude,Listing Views,Area,County,Features,Date of Construction
"Gardenfield, H54A990",290000,3,1,Detached,84,F,53.540699,-8.871709,23841,tuam-galway,Galway,"Gardenfield- much sought after address, Potential to extend, Two minutes drive to Tuam bypass and motorway, Renovated home presented in turnkey condition, New double glazed uPVC windows, New oil fired central heating boiler, Renovated bathroom, Outbuilding / Garage / shed to include 3 no. stables., High speed broadband available, Scenic location",1956
"52a Hollyville Mews, Grange, Grange, Co. Cork, T12C3V7",325000,3,1,Semi-D,N/A,D1,51.866232,-8.451567,11202,grange-cork,Cork,"High quailty herring bone flooring throughout the downstairs , Newly fitted bathroom , Redecorated from top to bottom recently, Adjacent to Douglas Village, Perfect home ready to be lived in",NA
"16 Renmore Road, Renmore, Co. Galway, H91XVX4",AMV: 475000,3,2,Apartment,149,C1,53.277395,-9.023529,3447,renmore-galway,Galway,"RETAIL UNIT - D2 - 801026220 - 527.72 kWh/m2/yr., 57 sq.m. (613.55 sq.ft.) approx., APARTMENT - C1 - 104129952 - 171.32 kWh/mÂ²/yr., 92.34sq.m. (993 sqft.) approx., Rewired and new heating condenser boiler., Apartment was registered with RTB., Vacant since January 2024., You Must Pre-Register on Our Website - With Bidder Security Fee Paid By - 5TH DECEMBER 2024.",1968
"Glenlucan Lodge, Glenlucan Court, Killarney Road, Bray, Co. Wicklow, A98E9X2",1100000,4,5,Detached,226,A2,53.198827,-6.119561,6466,bray-wicklow,Wicklow,"Totally private.Not visible from the street, Pretty fairy tale well, Open-plan reception rooms ideal for entertaining, Home office plus four large ensuite bedrooms, Underfloor heating throughout on both floors, Solid Oak internal doors and staircase, Fibre broadband plus Satellite dish with octo LMB to all rooms, Electric car charging point, Electric gates, A2 BER rating",2018
"Bealach Ceart, 3 Seapoint, Barna, Co. Galway, H91Y8HF",595000,4,3,Detached,141,A3,53.250955,-9.152711,6057,barna-galway,Galway,"Modern 4 bed detached home, Located in the heart of Barna Village, Presented in showhouse condition, Excellent A3 energy rating, Modern design and functionality throughout, Air-to-water heat pump & central heating system, South facing aspect to rear garden, Three parking spaces in adjacent development, Excellent local amenities within walking distance, Easy access to Galway City, Furbo, Spiddal & Connemara",2002
"63 Ravenswood, Carrick-on-Suir, Co. Tipperary, E32CC44",200000,3,3,Terrace,87,C1,52.353305,-7.403022,5146,carrick-on-suir-tipperary,Tipperary,"PVC double glazed windows & doors, Gas fired central heating , Block built shed",NA
"2 Gort An Aird, Gurteen, Bandon, Co. Cork, P72KW40",Price on Application,4,4,Detached,230,A2,51.758648,-8.789771,6220,bandon-cork,Cork,"Air to water underfloor heating, Ducon slab on first floor, 0.50 acre site with detached garage, ICF Construction, Triple Glazed Windows, Fibre broadband",NA
"33 Loch Eala, Lough Gowna, Co. Cavan, H12X389",495000,4,5,Detached,221,C1,53.870792,-7.529761,18028,lough-gowna-cavan,Cavan,"BER A2, Stunning location beside Loch Eala, Interior design by Bree Hamilton, Four en-suite bedrooms, Detached home office in back garden, Cobblelock to front and back of property",2006
"Clashmelcon, Causeway, Causeway, Co. Kerry, V92X2N1",399000,7,3,Detached,N/A,C1,52.456949,-9.729572,8628,causeway-kerry,Kerry,"Sea Views, Close to the villages of Causeway and Ardfert, 7 Bedrooms , Large Garage / Workshop",NA
"15 Greystones, Blackstone Bridge, Killeens, Co. Cork, T23V068",475000,5,3,Detached,204,B2,51.919988,-8.504007,8724,killeens-cork,Cork,"Spacious Detached Home , Outdoor dining area to the side , Spacious driveway , B2 Energy Rating , PVC Double Glazed Windows , Oil Central Heating , Detached concrete built garage to the side , 2 Ensuites , Close to Cork City Centre ",2005
"11 Crannagh Way, Rathfarnham, Churchtown, Dublin 14, D14P9P5",1050000,4,3,Detached,205,C1,53.301224,-6.27586,8456,churchtown-dublin,Dublin,,1997
"91 Rathgar Road, Rathgar, Dublin 6, D06F688",1250000,8,5,Terrace,256,E1,53.313467,-6.273357,5169,rathgar-dublin,Dublin,"Rental  POTENTIAL income circa 141,600 per annum subject to complying with a RTB regulations., Prime Location. , Easy Access points, Well serviced transport area., Three 2 bedroom apartments, two 1 bedroom apartments.",NA
"13 Deerpark Road, Castleknock, Dublin 15, D15X86P",1675000,5,2,Detached,190,C2,53.372312,-6.351842,7396,castleknock-dublin,Dublin,5 Bedroom detached family home on large grounds ,1970
"Kilshanny, Island Lane, Ballinakill, Waterford, X91K6VH",800000,6,4,House,274,C2,52.245859,-7.063573,10997,knockboy-waterford,Waterford,"6 Bedrooms, Entrance Hall, Dining Area, Living Room, Kitchen/Diner, Utility Room, Conservatory, Office, Main Bathroom, En-Suite",1978
"75 Lee Drive, Ballinorig, Tralee, Co. Kerry, V92XR5V",269000,4,3,End of Terrace,N/A,C2,52.267356,-9.672287,10074,tralee-kerry,Kerry,,NA
"Currinara, Foxford, Co Mayo, F26E8D5",495000,4,0,Detached,195,C3,53.974964,-9.101287,14497,foxford-mayo,Mayo,"High quality finish throughout., Thoughtfully landscaped gardens with a rockery to the rear., Built-in Garden BBQ., Waterfall to the rear of the property., Patio to the front., Oil-fired central heating., Off-street parking for a number of cars., Large double garage to the side., Fantastic views all around., Close to Foxford",2000
"Moorepark House, Moorepark, Garristown, Co. Meath, A42D653",950000,6,3,Detached,358,C1,53.588215,-6.408478,22310,garristown-meath,Meath,"Architecturally designed,  stone built, charming country home with spacious and luxury living accommodation., Built 2000 with style, grace, imagination and attention to detail., c.1 acres of mature gardens with a large parking area and sun-trap deck., Tranquil country setting., 10 Minutes from Ashbourne Town and the M2. 2 mins drive from Garristown village., Close to the local shop/ petrol station, country pubs and national schools, coffe shop, library, church and golf clubs etc, c.25 mins drive of Dublin Airport., Oil heating, open fire, septic tank, mains water, Two large attic areas access by fitted stira stairs",2000
"19 Doctor Mannix Road, Salthill, Co. Galway, H91W9HE",900000,7,3,Semi-D,282,D1,53.264826,-9.081299,8445,salthill-galway,Galway,"Large semi-detached residence, Double-fronted with abundance of accommodation, Corner site position, Dual access, Spacious private gardens, Popular residential location of Salthill, Easy access to local shops & sporting facilities, Short walk to Salthill Village & Promenade, Close to several Primary & Secondary Schools, Easy accessto Galway University, UCHG & City Centre",1964
"87 Garran Ard, Doughiska, Co. Galway, H91RWE1",380000,5,6,End of Terrace,139,C2,53.282566,-8.97726,7261,doughiska-galway,Galway,"Superbly presented 5 bed end of terrace, Popular & sought after residential location, 5 bedrooms all with ensuites & built in wardobes, Private rear garden & parking available to front, Walking distance of Merlin Woods NS & Merlin College, Minutes from Galway Clinic & Merlin Park Hospital, Close to several business parks & shopping areas, Well serviced by local amenities & sports facilities, Daily bus services to & from Galway City located nearby, Easy access to the M6 & M18 motorways and Oranmore",2003
"26 The Orchards, Tullow Road, Carlow Town, Co. Carlow, R93FP89",359950,4,2,Bungalow,121,D1,52.828418,-6.903634,5387,carlow-town-carlow,Carlow,"Great location & close too many local amenities, Quite neighbourhood/area, Generously proportioned throughout, Enclosed Rear Garden with side entrance, Off Street Parking",1994
"Apartment 106, Forbes Quay Apartments, Grand Canal Dock, Dublin 2, D02X027",555000,2,2,Apartment,70,B1,53.345489,-6.239353,12001,grand-canal-dock-dublin,Dublin,"Second Floor Apartment, Passenger Lift, Dual aspect balconies, Bicycle Storage, Gas Fired Central Heating,  Comfortable BER Rating,  Landscaped Residents' Courtyard, Riverfront Location, Adjacent Grand Canal Square, Close to Barrow Street and Tara Street DART",2005
"30 Mill Road, Greystones, Co. Wicklow, A63PX75",595000,3,1,Detached,61,G,53.132877,-6.077715,11850,greystones-wicklow,Wicklow,"Detached property on c.1/4 acre site, Full planning permission for 2 storey extension to the rear, Planning registration no: 23/842, Private southwest facing rear garden, Electronic gated access, Off street parking for 3 vehicles, Gas fired central heating, Double glazed windows, Feature high ceilings, Superb Greystones location",NA
"Site at  Beechwalk, Cookstown, Enniskerry, Co. Wicklow, A98PF74",Price on Application,0,0,Site,0.98,N/A,53.190426,-6.16734,6025,enniskerry-wicklow,Wicklow,"c.0.98 acres, Zoned residential., Minutes from the picturesque village of Enniskerry. , Plentiful of nearby amenities., Wonderful cafes, restaurants, bars and shops. , Powerscourt Golf Club, Powerscourt Estate and Powerscourt Hotel. , Excellent public transportation, Bus, Dart, Aircoach, LUAS at Cherrywood, N11 and M50 road networks., South County Dublin's and County Wicklow's finest primary and secondary schools are located nearby including St. Marys and St. Gerard's National Schoo",NA
"Beechwalk, Cookstown, Enniskerry, Co. Wicklow, A98PF74",Price on Application,6,5,Detached,288,C2,53.190426,-6.16734,31609,enniskerry-wicklow,Wicklow,"c.288 Sq.m / 3,100 Sq.ft, Large detached family home and site, 6 bedrooms (5 doubles, 1 single), Private pedestrian access to Enniskerry village, Beautifully presented throughout, Magnificent, landscaped gardens, c.1.44 acres, Breathtaking views, Close proximity to N11, Site with development potential subject to FPP",1987
"3 Louis Lane, Leinster Road, Rathmines, Dublin 6, D06CD60",1295000,3,2,Terrace,186,B3,53.324409,-6.269076,22266,rathmines-dublin,Dublin,,1998
"Grange, Turloughmore, Co. Galway, H65AK79",365000,4,2,Detached,121,C2,53.347267,-8.862659,5217,turloughmore-galway,Galway,"Spacious 4 bed detached bungalow, Popular residential area close to Cregmore, Mature Site 0.37 acres - folio GY14160F, Easy access to Cregmore NS & Golf Club, 8k to villages of Claregalway & Lackagh, Oil Fired Central Heating, Feature Tirolla solid fuel stove, Large gardens front, side and rear, Ample off street paring for multiple cars, Attached garage & 2nd separate garage",1982
"Cregnanagh, Shrule, Shrule, Co. Mayo, H91A0YD",395000,5,3,Detached,296,B3,53.546504,-9.109413,9742,shrule-mayo,Mayo,"Stunning Family Residence, Handsomely Upgraded, Contemporary Interiors, Spacious and Modern Open Plan Layout, Exceptionally Spacious, Large Attic Space, 1.5 Acre Site, 30 Minutes from Galway City",2005
"32 Abington, Malahide, Malahide, Co. Dublin, K36D998",1950000,6,5,Detached,386,C2,53.445966,-6.1818,23486,malahide-dublin,Dublin,,2000
"1 Newtown Abbey, Trim, Co. Meath, C15HY98",550000,3,2,Detached,127,D2,53.557095,-6.770312,8266,trim-meath,Meath,"Beautifully positioned house on a large, elevated site., Convenient to all amenities., Detached house on a large site., Stunning views of both the River Boyne.",1983
"2 Phoenix Terrace, Rock Road, Blackrock, Co. Dublin, A94E5X7",1275000,4,2,Terrace,168,SI_666,53.304643,-6.186704,9632,blackrock-dublin,Dublin,"Spacious Living Areas: Bright and airy rooms with high ceilings and original features for a warm, welcoming atmosphere., Prime residential location within walking distance of so many amenities including seafront, beach, parks, shopping centres, restaurants, and Blackrock, Modern Kitchen: A fully equipped, contemporary kitchen that blends functionality with style €"" perfect for culinary enthusiasts, Elegant Bedrooms: Generously sized bedrooms offering peace and tranquillity, each uniquely designed to maximize space and light., Stylish Bathrooms: Tastefully designed bathrooms equipped with modern fixtures and finishes., -	Outdoor Space: A delightful garden area, ideal for relaxation, entertaining, or simply enjoying the outdoors.",NA
"3 Coolrua Drive, Dublin 9, Beaumont, Dublin 9, D09F978",460000,3,1,Semi-D,87,E1,53.388938,-6.235343,12501,beaumont-dublin,Dublin,"Large side garden with development potential, Gas central heating, Feature fireplace, Timber storage shed, Storm porch, South-east facing garden",1950
"20 Muileann Close, Swords, Co. Dublin, K67H6P0",490000,3,2,Terrace,103,A2,53.443039,-6.202728,11907,swords-dublin,Dublin," South facing rear garden,  A-Rated,  Overlooking green space,  Kitchen island,  Utility room, Guest W.C., Master en-suite, Fitted wardrobes, Feature wall, Fitted blinds",NA
"1 Garrai Na Droichid, Killora, Craughwell, Co. Galway, H91W9NN",495000,4,3,Detached,127,A2,53.226343,-8.737309,6610,craughwell-galway,Galway,"Beautiful 4 bed detached, Constructed in 2021 to a high standard, Minutes from the Village of Craughwell, 24 daily buses to Galway - 20 min drive to Galway City, Exceptional ""A2"" rated Energy Efficient Homes, Gas Central Heating & high efficiency condensing boiler, Mechanical Heat Recovery Ventilation (MHRV) installed, Solar Panel Photovoltaic roof panels, Triple glazed windows & Underfloor heating downstairs, High levels of thermal insulation & air tight construction",2019
"24 St Ignatius Road, Phibsborough, Dublin 7, D07VR80",445000,2,2,End of Terrace,96,D2,53.361799,-6.26255,9426,phibsborough-dublin,Dublin,"Two bedroom end of terrace residence, The Royal Canal is behind this property, Prime location close to many amenities, GFCH",1920
"5 Streamstown Wood Steamstown Malahide, Malahide, Co. Dublin, K36AY26",1950000,5,5,Detached,372,A2,53.436867,-6.18076,34148,malahide-dublin,Dublin,"Double fronted detached family home of 4,000sqft, Presented in Â‘show houseÂ’ condition, Exclusive development in a very convenient location, Private off street parking, Exquisite, landscaped low maintenance west facing rear garden, A2 BER rating eligible for a green mortgage, Double glazed timber framed Munster Joinery made windows and doors, Superb location, 3km from Malahide Village, 7km from Dublin Airport",NA
"Rose Mont, Woodbine Park, Blackrock, Co. Dublin, A94A9W6",1295000,5,3,Detached,171,B3,53.309654,-6.208595,9448,blackrock-dublin,Dublin,"5 bedroom (2 Ensuite), 3 bathrooms + Visitors WC,, Detached, B3 rated home extending to 170 sq.m, Exceptional location within walking distance of UCD and Sandymount Strand, Private sunny rear garden, maintenance free, mature shrubs with water feature., Contemporary Walnut fitted kitchen / Blanco Capri stone countertops., Secure Electronic Automated Gates with generous off-street parking, Bright crema marfil marble tiled floor hall, living, dining area and Kitchen, Large Attic with access via retractable stair unit. Development potential (S.P.P)., Modern, detached family home in walk in condition., Underfloor heating throughout the ground floor. Radiators on the first floor",2007
"Forenaught, Creaden, Dunmore East, Co. Waterford, X91C9Y2",2495000,6,5,Detached,N/A,B1,52.180391,-6.978134,9427,dunmore-east-waterford,Waterford,"Stunning Panoramic Sea Views, Private 3.5 Acre elevated site, Overlooking Creaden Bay and The Waterford Estuary, Minutes drive to Dunmore East Village and Woodstown Beach, Gated access offering privacy seclusion and security, B1 Energy Rating with Geothermal underfloor heating and Air to Water heat pump, 90 mins drive to Dublin and Cork, Amenities closeby, Beaches, Equestrian Centre, Golfing, Sailing, Swimming, Costal and Woodland trails",NA
"Ballinacarriga, Kildimo, Limerick City, Co. Limerick, V9425V6",795000,5,3,Detached,0.62,A3,52.655423,-8.8094137,18414,limerick-city,Limerick,"Architecturally designed residence, In turnkey condition, Stands on circa 0.62 acre elevated plot, Spectacular views of the Shannon Estuary, Underfloor heating throughout, Property Measures 291 sq.m / 3132 sq.ft, Roof Top Terrace, Large detached Garage, Built in 2018, ""A3"" BER Rating",NA
"Rahoon House, Ros Geal, Rahoon Road, Rahoon, Galway City, Co. Galway",Price on Application,8,7,Apartment,399,N/A,53.273781,-9.091508,11467,galway-city,Galway,"Excellent investment opportunity, Original construction circa 1860, Fully refurbished throughout, Comprises of four spacious apartments, Turn-key condition, Vaulted ceilings, Detailed coving & cornicing, Residential parking, Situated in Ros Geal residential estate, Well serviced for local amenities",NA
"Summerdale House, Bishop O'Donnell Road, Galway City, Co. Galway, H91E6CH",Price on Application,0,0,Site,0.74,N/A,53.271745,-9.086668,6669,galway-city,Galway,"Protected Structure unique ID no 1001., National Inventory of Architectural Heritage - registration no. 30311003, Built circa 1880",NA
"65 Riasc na Ri, Bothar Stiofan, Rahoon, Co. Galway, H91PNX4",425000,3,3,Semi-D,118,C3,53.275101,-9.099765,7916,rahoon-galway,Galway,"Beautifully Presented Spacious Residence , Freshly Decorated, Newly Fitted Flooring, Converted Attic, New Appliances, Generously Proportioned Rooms, Overlooking Large Green, Prized Location, Turnkey Condition, Exceptional Home",2002
"107 Heathervue, Greystones, Co. Wicklow, A63AE35",695000,4,2,Detached,111,B3,53.144243,-6.068578,17560,greystones-wicklow,Wicklow,"B3 BER rating eligible for Green Mortgage , Located in a well-established safe development, Full new plumbing system with new combi boiler , Full re-wire with all LED lights , A-rated triple glazing windows and doors throughout, All new carpets and flooring throughout, Brand new kitchen with Neff and Bosch appliances , 200m from Greystones Main Street / 3 mins walking distance , Within school district for St Bridgets, St Kevins & St Patricks (Primary) & St Davids & Templecarrig (Secondary) , Low-maintenance front and rear garden",1989
"1 Galway Bay Sea View Apartments, Upper Salthill, Salthill, Co. Galway, H91W59R",375000,2,2,Apartment,80,D1,53.258605,-9.078925,10792,salthill-galway,Galway,"Two bed first floor apartment, Only suitable as an Investment Property, Holiday let only - part of pooled rental scheme, Impressibve rental income available on request, Open plan living, dining & kitchen, Two bedrooms, master bed ensuite, Views of the Prom, Galway Bay & the Clare Hills, Secure complex with lift access & parking, Opposite Salthill Promenade & beaches, Easy access to Galway City, UCHG & University of Galway",2000
"83 Father Griffin Road, Galway, Claddagh, Co. Galway, H91W6YT",325000,2,1,Bungalow,50,E2,53.268314,-9.05805,14263,claddagh-galway,Galway,"Wonderful Location, Massive Potential, Substantial Vacant Home Grant Available , Large Back Garden, Walking Distance to Everywhere in Galway City , Long Established Community , Cherished Neighbourhood , Just A Short Stroll to the Spanish Arch and Everthing this Beautiful City has to Offer",1900
"36 Newton Court, Grange, Douglas, Co. Cork, T12YNN3",279000,3,1,Semi-D,110,E2,51.865006,-8.452392,19556,douglas-cork,Cork,"South facing rear garden, Gas heating + PVC double glazed windows, Built 1972",1972
"3 Killincarrig Manor, Greystones, Greystones, Co. Wicklow, A63K221",935000,2,2,End of Terrace,141,SI_666,53.13847,-6.073041,20502,greystones-wicklow,Wicklow,,NA
"Berring's, Berring's, Island Lane, Ballinakill, Waterford City, Co. Waterford, X91YYP8",695000,5,4,Detached,260,C2,52.245258,-7.063321,8132,waterford-city,Waterford,"Excellent location within a short walk to University Hospital Waterford, South facing rear garden, C2 Energy rating, Upvc double glazing, Upvc facia & soffit., Detached Garage",2000
